customer_id,name,email,signup_date,order_id,amount,order_date
1001,Customer_1001,customer_1001@example.com,2025-06-22,101551.0,581.0,2025-03-24
1001,Customer_1001,customer_1001@example.com,2025-06-22,101552.0,582.0,2025-03-25
1001,Customer_1001,customer_1001@example.com,2025-06-22,101553.0,583.0,2025-03-26
1001,Customer_1001,customer_1001@example.com,2025-06-22,101554.0,584.0,2025-03-27
1002,Customer_1002,customer_1002@example.com,2025-07-23,101555.0,585.0,2025-03-28
1002,Customer_1002,customer_1002@example.com,2025-07-23,101556.0,586.0,2025-03-01
1002,Customer_1002,customer_1002@example.com,2025-07-23,101557.0,587.0,2025-03-02
1002,Customer_1002,customer_1002@example.com,2025-07-23,101558.0,588.0,2025-03-03
1003,Customer_1003,customer_1003@example.com,2025-08-24,101559.0,589.0,2025-03-04
1003,Customer_1003,customer_1003@example.com,2025-08-24,101560.0,590.0,2025-03-05
1003,Customer_1003,customer_1003@example.com,2025-08-24,101561.0,591.0,2025-03-06
1003,Customer_1003,customer_1003@example.com,2025-08-24,101562.0,592.0,2025-03-07
1004,Customer_1004,customer_1004@example.com,2025-09-25,101563.0,593.0,2025-03-08
1004,Customer_1004,customer_1004@example.com,2025-09-25,101564.0,594.0,2025-03-09
1004,Customer_1004,customer_1004@example.com,2025-09-25,101565.0,595.0,2025-03-10
1004,Customer_1004,customer_1004@example.com,2025-09-25,101566.0,596.0,2025-03-11
1005,Customer_1005,customer_1005@example.com,2025-10-26,101567.0,597.0,2025-03-12
1005,Customer_1005,customer_1005@example.com,2025-10-26,101568.0,598.0,2025-03-13
1005,Customer_1005,customer_1005@example.com,2025-10-26,101569.0,599.0,2025-03-14
1005,Customer_1005,customer_1005@example.com,2025-10-26,101570.0,600.0,2025-03-15
1006,Customer_1006,customer_1006@example.com,2025-11-27,101571.0,601.0,2025-03-16
1006,Customer_1006,customer_1006@example.com,2025-11-27,101572.0,602.0,2025-03-17
1006,Customer_1006,customer_1006@example.com,2025-11-27,101573.0,603.0,2025-03-18
1006,Customer_1006,customer_1006@example.com,2025-11-27,101574.0,604.0,2025-03-19
1007,Customer_1007,customer_1007@example.com,2025-12-28,101575.0,605.0,2025-03-20
1007,Customer_1007,customer_1007@example.com,2025-12-28,101576.0,606.0,2025-03-21
1007,Customer_1007,customer_1007@example.com,2025-12-28,101577.0,607.0,2025-03-22
1007,Customer_1007,customer_1007@example.com,2025-12-28,101578.0,608.0,2025-03-23
1008,Customer_1008,customer_1008@example.com,2025-01-01,101579.0,609.0,2025-03-24
1008,Customer_1008,customer_1008@example.com,2025-01-01,101580.0,610.0,2025-03-25
1008,Customer_1008,customer_1008@example.com,2025-01-01,101581.0,611.0,2025-03-26
1008,Customer_1008,customer_1008@example.com,2025-01-01,101582.0,612.0,2025-03-27
1009,Customer_1009,customer_1009@example.com,2025-02-02,101583.0,613.0,2025-03-28
1009,Customer_1009,customer_1009@example.com,2025-02-02,101584.0,614.0,2025-03-01
1009,Customer_1009,customer_1009@example.com,2025-02-02,101585.0,615.0,2025-03-02
1009,Customer_1009,customer_1009@example.com,2025-02-02,101586.0,616.0,2025-03-03
1010,Customer_1010,customer_1010@example.com,2025-03-03,101587.0,617.0,2025-03-04
1010,Customer_1010,customer_1010@example.com,2025-03-03,101588.0,618.0,2025-03-05
1010,Customer_1010,customer_1010@example.com,2025-03-03,101589.0,619.0,2025-03-06
1010,Customer_1010,customer_1010@example.com,2025-03-03,101590.0,620.0,2025-03-07
1011,Customer_1011,customer_1011@example.com,2025-04-04,101591.0,621.0,2025-03-08
1011,Customer_1011,customer_1011@example.com,2025-04-04,101592.0,622.0,2025-03-09
1011,Customer_1011,customer_1011@example.com,2025-04-04,101593.0,623.0,2025-03-10
1011,Customer_1011,customer_1011@example.com,2025-04-04,101594.0,624.0,2025-03-11
1012,Customer_1012,customer_1012@example.com,2025-05-05,101595.0,625.0,2025-03-12
1012,Customer_1012,customer_1012@example.com,2025-05-05,101596.0,626.0,2025-03-13
1012,Customer_1012,customer_1012@example.com,2025-05-05,101597.0,627.0,2025-03-14
1012,Customer_1012,customer_1012@example.com,2025-05-05,101598.0,628.0,2025-03-15
1013,Customer_1013,customer_1013@example.com,2025-06-06,101599.0,629.0,2025-03-16
1013,Customer_1013,customer_1013@example.com,2025-06-06,101600.0,630.0,2025-03-17
1013,Customer_1013,customer_1013@example.com,2025-06-06,101601.0,631.0,2025-03-18
1013,Customer_1013,customer_1013@example.com,2025-06-06,101602.0,632.0,2025-03-19
1014,Customer_1014,customer_1014@example.com,2025-07-07,101603.0,633.0,2025-03-20
1014,Customer_1014,customer_1014@example.com,2025-07-07,101604.0,634.0,2025-03-21
1014,Customer_1014,customer_1014@example.com,2025-07-07,101605.0,635.0,2025-03-22
1014,Customer_1014,customer_1014@example.com,2025-07-07,101606.0,636.0,2025-03-23
1015,Customer_1015,customer_1015@example.com,2025-08-08,101607.0,637.0,2025-03-24
1015,Customer_1015,customer_1015@example.com,2025-08-08,101608.0,638.0,2025-03-25
1015,Customer_1015,customer_1015@example.com,2025-08-08,101609.0,639.0,2025-03-26
1015,Customer_1015,customer_1015@example.com,2025-08-08,101610.0,640.0,2025-03-27
1016,Customer_1016,customer_1016@example.com,2025-09-09,101611.0,641.0,2025-03-28
1016,Customer_1016,customer_1016@example.com,2025-09-09,101612.0,642.0,2025-03-01
1016,Customer_1016,customer_1016@example.com,2025-09-09,101613.0,643.0,2025-03-02
1016,Customer_1016,customer_1016@example.com,2025-09-09,101614.0,644.0,2025-03-03
1017,Customer_1017,customer_1017@example.com,2025-10-10,101615.0,645.0,2025-03-04
1017,Customer_1017,customer_1017@example.com,2025-10-10,101616.0,646.0,2025-03-05
1017,Customer_1017,customer_1017@example.com,2025-10-10,101617.0,647.0,2025-03-06
1017,Customer_1017,customer_1017@example.com,2025-10-10,101618.0,648.0,2025-03-07
1018,Customer_1018,customer_1018@example.com,2025-11-11,101619.0,649.0,2025-03-08
1018,Customer_1018,customer_1018@example.com,2025-11-11,101620.0,650.0,2025-03-09
1018,Customer_1018,customer_1018@example.com,2025-11-11,101621.0,651.0,2025-03-10
1018,Customer_1018,customer_1018@example.com,2025-11-11,101622.0,652.0,2025-03-11
1019,Customer_1019,customer_1019@example.com,2025-12-12,101623.0,653.0,2025-03-12
1019,Customer_1019,customer_1019@example.com,2025-12-12,101624.0,654.0,2025-03-13
1019,Customer_1019,customer_1019@example.com,2025-12-12,101625.0,655.0,2025-03-14
1019,Customer_1019,customer_1019@example.com,2025-12-12,101626.0,656.0,2025-03-15
1020,Customer_1020,customer_1020@example.com,2025-01-13,101627.0,657.0,2025-03-16
1020,Customer_1020,customer_1020@example.com,2025-01-13,101628.0,658.0,2025-03-17
1020,Customer_1020,customer_1020@example.com,2025-01-13,101629.0,659.0,2025-03-18
1020,Customer_1020,customer_1020@example.com,2025-01-13,101630.0,660.0,2025-03-19
1021,Customer_1021,customer_1021@example.com,2025-02-14,101631.0,661.0,2025-03-20
1021,Customer_1021,customer_1021@example.com,2025-02-14,101632.0,662.0,2025-03-21
1021,Customer_1021,customer_1021@example.com,2025-02-14,101633.0,663.0,2025-03-22
1021,Customer_1021,customer_1021@example.com,2025-02-14,101634.0,664.0,2025-03-23
1022,Customer_1022,customer_1022@example.com,2025-03-15,101635.0,665.0,2025-03-24
1022,Customer_1022,customer_1022@example.com,2025-03-15,101636.0,666.0,2025-03-25
1022,Customer_1022,customer_1022@example.com,2025-03-15,101637.0,667.0,2025-03-26
